student_id,academic_year,year_level,faculty,study_mode,entry_pathway,gender,residency_status,age,family_income_band,parental_education,scholarship_type,employment_status,attendance_pct,weekly_study_hrs,prior_gpa,internet_access,support_services_used,mental_health_support,units_enrolled,units_completed,at_risk_flag,composite_score,final_outcome,final_gpa
STU-01190,2022,2,Health Sciences,Full-time,TAFE / Diploma,Male,Domestic,22,Lower-Mid ($40–70k),Bachelor,Equity / Need-Based,Part-time (≤20 hrs),70.1,21.7,2.42,Yes,Academic Advisor,No,4,4,No,55.74,Pass,2.06
STU-01191,2024,4,Education,Full-time,Mature Age Entry,Male,International,24,Low (<$40k),No Tertiary,External,Not Employed,57.4,18.8,2.63,Yes,Academic Advisor,No,4,3,Yes,44.9,Fail,1.46
STU-01192,2022,2,Education,Full-time,TAFE / Diploma,Female,Domestic,20,Mid ($70–110k),Bachelor,None,Part-time (≤20 hrs),58.6,13.1,3.29,Yes,None,No,4,4,Yes,51.32,Pass,2.97
STU-01193,2023,1,Engineering,Full-time,High School (ATAR),Male,Domestic,24,High (>$160k),Postgraduate,External,Part-time (≤20 hrs),74.3,16.8,3.76,Yes,None,No,4,4,No,53.32,Pass,2.63
STU-01194,2024,4,Information Technology,Full-time,Transfer / Credit,Male,Domestic,24,Upper-Mid ($110–160k),TAFE / Certificate,None,Not Employed,59.6,30.3,2.79,Yes,None,No,4,4,Yes,66.84,Pass,2.46
STU-01195,2022,2,Health Sciences,Full-time,High School (ATAR),Female,Domestic,22,Upper-Mid ($110–160k),Postgraduate,None,Not Employed,82.1,16.7,2.22,Yes,Multiple Services,Yes,4,4,No,66.68,Pass,2.81
STU-01196,2023,3,Engineering,Part-time,TAFE / Diploma,Female,International,23,High (>$160k),Bachelor,None,Part-time (≤20 hrs),82.7,18.5,3.15,Yes,Academic Advisor,No,2,2,No,69.31,Pass,2.17
STU-01197,2022,2,Arts & Humanities,Full-time,Mature Age Entry,Male,Domestic,24,Low (<$40k),Bachelor,Equity / Need-Based,Part-time (≤20 hrs),47.2,18.0,2.94,No,Multiple Services,Yes,4,3,Yes,51.59,Fail,0.6
STU-01198,2023,2,Arts & Humanities,Full-time,High School (ATAR),Male,Domestic,17,Mid ($70–110k),Bachelor,None,Full-time (>20 hrs),65.6,10.4,2.74,Yes,Peer Tutoring,No,4,4,Yes,46.5,Pass,2.48
STU-01199,2022,3,Engineering,Part-time,High School (ATAR),Female,Domestic,24,Lower-Mid ($40–70k),No Tertiary,None,Full-time (>20 hrs),81.3,14.9,2.65,Yes,Academic Advisor,No,2,2,No,42.1,Pass,2.89
STU-01200,2024,1,Health Sciences,Full-time,International Pathway,Female,International,20,Lower-Mid ($40–70k),Bachelor,None,Not Employed,96.9,18.5,2.42,Yes,None,No,4,4,No,54.07,Pass,2.12
STU-01201,2022,3,Health Sciences,Part-time,Mature Age Entry,Female,Domestic,27,Low (<$40k),Bachelor,None,Not Employed,58.0,4.2,2.19,Yes,None,No,2,0,Yes,25.19,Fail,1.2
STU-01202,2023,3,Engineering,Full-time,Transfer / Credit,Female,Domestic,22,High (>$160k),Bachelor,None,Part-time (≤20 hrs),59.0,21.2,2.74,Yes,Academic Advisor,No,4,4,Yes,62.95,Pass,2.41
STU-01203,2023,4,Health Sciences,Full-time,High School (ATAR),Male,Domestic,25,Upper-Mid ($110–160k),Bachelor,None,Part-time (≤20 hrs),76.9,22.4,3.1,Yes,Counselling,Yes,4,4,No,61.69,Pass,2.11
STU-01204,2022,3,Engineering,Full-time,TAFE / Diploma,Female,Domestic,24,Upper-Mid ($110–160k),No Tertiary,None,Part-time (≤20 hrs),62.6,17.0,2.27,Yes,None,No,4,4,No,53.52,Pass,2.41
STU-01205,2024,2,Engineering,Full-time,Transfer / Credit,Female,Domestic,24,Mid ($70–110k),Bachelor,None,Not Employed,81.6,11.4,3.61,Yes,Academic Advisor,No,4,4,No,66.27,Pass,2.0
STU-01206,2024,2,Arts & Humanities,Full-time,High School (ATAR),Female,Domestic,22,Low (<$40k),No Tertiary,None,Part-time (≤20 hrs),99.3,21.4,2.98,Yes,Academic Advisor,No,4,4,No,61.28,Pass,2.75
STU-01207,2023,2,Arts & Humanities,Full-time,High School (ATAR),Male,Domestic,24,Mid ($70–110k),TAFE / Certificate,None,Full-time (>20 hrs),72.5,19.6,2.55,Yes,Counselling,Yes,4,2,Yes,51.31,Fail,1.25
STU-01208,2023,2,Education,Full-time,High School (ATAR),Female,International,19,Upper-Mid ($110–160k),TAFE / Certificate,Equity / Need-Based,Part-time (≤20 hrs),90.8,19.1,3.38,Yes,None,No,4,4,No,64.38,Pass,2.51
STU-01209,2023,1,Health Sciences,Full-time,High School (ATAR),Female,Domestic,18,High (>$160k),No Tertiary,None,Part-time (≤20 hrs),73.6,25.7,2.58,Yes,None,No,4,4,No,63.7,Pass,2.71
STU-01210,2023,1,Arts & Humanities,Part-time,TAFE / Diploma,Male,Domestic,20,Lower-Mid ($40–70k),Bachelor,Merit-Based,Full-time (>20 hrs),78.4,10.8,3.16,Yes,Multiple Services,Yes,2,1,No,48.9,Fail,1.05
STU-01211,2022,2,Arts & Humanities,Full-time,High School (ATAR),Male,Domestic,21,Lower-Mid ($40–70k),TAFE / Certificate,Merit-Based,Not Employed,69.8,18.3,4.0,Yes,Peer Tutoring,No,4,4,No,63.8,Pass,2.9
STU-01212,2024,4,Arts & Humanities,Part-time,High School (ATAR),Male,Domestic,25,High (>$160k),Bachelor,External,Full-time (>20 hrs),32.5,7.5,2.42,Yes,Counselling,Yes,2,0,Yes,35.47,Withdrawn,0.0
STU-01213,2022,1,Arts & Humanities,Part-time,High School (ATAR),Female,International,21,Upper-Mid ($110–160k),No Tertiary,None,Part-time (≤20 hrs),61.2,12.8,3.07,Yes,Academic Advisor,No,2,2,No,55.35,Pass,2.98
STU-01214,2023,1,Arts & Humanities,Part-time,High School (ATAR),Female,Domestic,21,Mid ($70–110k),Postgraduate,None,Not Employed,77.8,14.7,3.37,Yes,None,No,2,2,No,62.87,Pass,2.39
STU-01215,2024,3,Arts & Humanities,Part-time,High School (ATAR),Female,Domestic,24,Lower-Mid ($40–70k),No Tertiary,None,Full-time (>20 hrs),61.7,1.3,2.66,Yes,Peer Tutoring,No,2,2,Yes,38.3,Pass,2.66
STU-01216,2024,2,Arts & Humanities,Part-time,TAFE / Diploma,Female,International,22,Lower-Mid ($40–70k),Bachelor,None,Part-time (≤20 hrs),78.1,2.6,3.48,Yes,None,No,2,1,Yes,46.34,Fail,0.84
STU-01217,2023,2,Arts & Humanities,Part-time,High School (ATAR),Female,Domestic,20,Upper-Mid ($110–160k),Bachelor,None,Full-time (>20 hrs),41.0,13.2,2.75,Yes,None,No,2,0,Yes,34.85,Withdrawn,0.0
STU-01218,2022,3,Arts & Humanities,Part-time,High School (ATAR),Female,Domestic,25,Mid ($70–110k),TAFE / Certificate,None,Not Employed,93.9,14.7,2.21,Yes,Peer Tutoring,No,2,0,No,48.22,Fail,0.74
STU-01219,2023,4,Business,Full-time,International Pathway,Female,Domestic,28,Mid ($70–110k),Bachelor,Merit-Based,Part-time (≤20 hrs),80.3,28.1,3.36,Yes,Academic Advisor,No,4,4,No,74.93,Distinction,3.13
STU-01220,2022,4,Engineering,Part-time,TAFE / Diploma,Male,International,27,High (>$160k),TAFE / Certificate,Merit-Based,Not Employed,49.8,16.6,3.23,Yes,None,No,2,2,Yes,62.36,Pass,2.5
STU-01221,2022,3,Engineering,Part-time,Mature Age Entry,Male,Domestic,25,Low (<$40k),Bachelor,Merit-Based,Not Employed,76.5,11.4,2.09,Yes,Academic Advisor,No,2,2,No,56.63,Pass,2.43
STU-01222,2022,2,Engineering,Full-time,TAFE / Diploma,Female,Domestic,23,Upper-Mid ($110–160k),TAFE / Certificate,None,Not Employed,78.2,9.2,2.51,Yes,Multiple Services,Yes,4,4,No,62.55,Pass,2.84
STU-01223,2023,1,Arts & Humanities,Full-time,High School (ATAR),Female,Domestic,19,High (>$160k),Bachelor,None,Part-time (≤20 hrs),83.3,13.7,2.97,Yes,None,No,4,4,No,60.94,Pass,2.2
STU-01224,2023,1,Engineering,Full-time,High School (ATAR),Female,Domestic,22,Upper-Mid ($110–160k),Bachelor,Merit-Based,Part-time (≤20 hrs),82.9,14.6,3.77,Yes,Peer Tutoring,No,4,4,No,61.74,Pass,2.87
STU-01225,2024,2,Arts & Humanities,Full-time,High School (ATAR),Male,International,22,Mid ($70–110k),Postgraduate,None,Part-time (≤20 hrs),80.4,19.3,2.77,Yes,Counselling,Yes,4,4,No,54.38,Pass,2.62
STU-01226,2023,2,Health Sciences,Full-time,High School (ATAR),Female,Domestic,21,Low (<$40k),Postgraduate,None,Part-time (≤20 hrs),94.1,19.7,2.85,Yes,Academic Advisor,No,4,4,No,62.29,Pass,2.29
STU-01227,2023,3,Information Technology,Full-time,High School (ATAR),Female,Domestic,25,Lower-Mid ($40–70k),Postgraduate,Equity / Need-Based,Part-time (≤20 hrs),62.6,14.5,3.59,Yes,Academic Advisor,No,4,4,No,59.79,Pass,2.43
STU-01228,2023,3,Business,Full-time,Mature Age Entry,Male,Domestic,23,Upper-Mid ($110–160k),TAFE / Certificate,None,Not Employed,91.0,10.7,2.71,Yes,None,No,4,3,No,50.53,Fail,1.27
STU-01229,2023,3,Engineering,Part-time,International Pathway,Female,International,23,High (>$160k),Bachelor,External,Part-time (≤20 hrs),63.4,17.6,3.63,Yes,Peer Tutoring,No,2,2,No,59.91,Pass,2.01
STU-01230,2022,2,Education,Part-time,Transfer / Credit,Female,Domestic,23,Low (<$40k),Postgraduate,None,Not Employed,49.0,13.5,1.71,Yes,None,No,2,0,Yes,38.84,Fail,1.24
STU-01231,2024,2,Arts & Humanities,Full-time,International Pathway,Male,International,23,Lower-Mid ($40–70k),Postgraduate,Merit-Based,Not Employed,94.7,15.1,2.79,Yes,Peer Tutoring,No,4,4,No,70.61,Distinction,3.62
STU-01232,2022,1,Health Sciences,Full-time,High School (ATAR),Male,Domestic,22,Low (<$40k),Bachelor,None,Part-time (≤20 hrs),59.0,10.4,3.03,Yes,None,No,4,3,Yes,34.14,Fail,0.88
STU-01233,2023,3,Health Sciences,Full-time,High School (ATAR),Female,Domestic,20,Lower-Mid ($40–70k),Bachelor,None,Part-time (≤20 hrs),84.6,21.0,3.31,Yes,Academic Advisor,No,4,4,No,56.42,Pass,2.14
STU-01234,2022,1,Engineering,Full-time,Mature Age Entry,Male,Domestic,22,Mid ($70–110k),No Tertiary,None,Part-time (≤20 hrs),92.5,12.2,3.06,Yes,None,No,4,0,No,47.92,Fail,1.88
STU-01235,2022,2,Engineering,Part-time,Mature Age Entry,Female,International,21,Upper-Mid ($110–160k),No Tertiary,Merit-Based,Not Employed,84.7,23.0,2.65,Yes,None,No,2,2,No,59.63,Pass,2.85
STU-01236,2024,2,Arts & Humanities,Full-time,TAFE / Diploma,Male,Domestic,24,Lower-Mid ($40–70k),TAFE / Certificate,External,Full-time (>20 hrs),81.4,10.0,4.0,Yes,Counselling,Yes,4,4,Yes,59.35,Pass,2.33
STU-01237,2022,3,Information Technology,Full-time,High School (ATAR),Male,International,26,High (>$160k),TAFE / Certificate,None,Not Employed,94.1,14.8,3.69,Yes,None,No,4,4,No,67.84,Pass,2.56
STU-01238,2024,3,Information Technology,Part-time,High School (ATAR),Male,Domestic,23,Low (<$40k),TAFE / Certificate,Merit-Based,Not Employed,75.7,15.7,3.27,No,Academic Advisor,No,2,2,No,70.79,Distinction,3.46
STU-01239,2024,4,Arts & Humanities,Full-time,TAFE / Diploma,Male,Domestic,27,Lower-Mid ($40–70k),Bachelor,Merit-Based,Full-time (>20 hrs),53.9,22.0,3.09,Yes,Peer Tutoring,No,4,4,Yes,41.79,Pass,2.69
STU-01240,2023,3,Arts & Humanities,Full-time,High School (ATAR),Female,International,22,Upper-Mid ($110–160k),Bachelor,Merit-Based,Not Employed,60.1,19.6,4.0,Yes,Peer Tutoring,No,4,4,No,65.07,Pass,2.53
STU-01241,2022,1,Business,Full-time,High School (ATAR),Male,International,21,Upper-Mid ($110–160k),No Tertiary,Merit-Based,Part-time (≤20 hrs),77.0,10.3,3.23,Yes,None,No,4,4,No,54.58,Pass,2.49
STU-01242,2022,3,Arts & Humanities,Part-time,High School (ATAR),Female,Domestic,22,Mid ($70–110k),Bachelor,Equity / Need-Based,Not Employed,66.3,12.3,2.92,Yes,Peer Tutoring,No,2,2,No,63.54,Pass,2.1
STU-01243,2023,3,Engineering,Part-time,High School (ATAR),Male,Domestic,23,Low (<$40k),Postgraduate,None,Part-time (≤20 hrs),58.1,7.3,2.42,Yes,Peer Tutoring,No,2,0,Yes,48.67,Fail,0.71
STU-01244,2023,2,Education,Full-time,High School (ATAR),Female,Domestic,22,Low (<$40k),TAFE / Certificate,None,Full-time (>20 hrs),80.3,5.1,2.45,Yes,Peer Tutoring,No,4,0,Yes,39.06,Fail,1.04
STU-01245,2024,1,Engineering,Full-time,High School (ATAR),Male,Domestic,25,Lower-Mid ($40–70k),Postgraduate,None,Not Employed,75.9,25.4,4.0,Yes,None,No,4,4,No,79.58,Distinction,3.33
STU-01246,2024,2,Information Technology,Full-time,Mature Age Entry,Female,Domestic,25,Mid ($70–110k),Bachelor,Merit-Based,Full-time (>20 hrs),92.0,7.3,3.03,Yes,Multiple Services,Yes,4,4,Yes,69.62,Pass,2.78
STU-01247,2022,2,Health Sciences,Part-time,High School (ATAR),Male,Domestic,22,Mid ($70–110k),Bachelor,None,Part-time (≤20 hrs),82.6,13.1,4.0,Yes,None,No,2,2,No,54.21,Pass,2.55
STU-01248,2022,1,Health Sciences,Full-time,High School (ATAR),Female,International,23,Upper-Mid ($110–160k),No Tertiary,Merit-Based,Not Employed,81.0,19.1,3.34,Yes,None,No,4,4,No,64.77,Pass,2.67
STU-01249,2023,3,Education,Part-time,High School (ATAR),Male,Domestic,22,Lower-Mid ($40–70k),Bachelor,External,Not Employed,79.5,16.8,3.74,Yes,Peer Tutoring,No,2,2,No,77.55,Pass,2.44
STU-01250,2024,4,Business,Part-time,TAFE / Diploma,Female,Domestic,25,Mid ($70–110k),Postgraduate,None,Not Employed,42.8,7.3,3.75,Yes,Academic Advisor,No,2,0,Yes,46.42,Fail,1.23
STU-01251,2022,2,Arts & Humanities,Full-time,High School (ATAR),Female,Domestic,27,Lower-Mid ($40–70k),Postgraduate,None,Not Employed,85.9,15.0,2.46,Yes,None,No,4,4,No,66.34,Pass,2.05
STU-01252,2023,3,Education,Part-time,TAFE / Diploma,Female,Domestic,26,Lower-Mid ($40–70k),Postgraduate,None,Not Employed,65.2,18.7,3.28,Yes,Peer Tutoring,No,2,2,No,60.15,Pass,2.59
STU-01253,2022,3,Education,Part-time,High School (ATAR),Female,Domestic,22,Lower-Mid ($40–70k),No Tertiary,None,Part-time (≤20 hrs),75.3,10.6,3.32,Yes,None,No,2,2,No,40.72,Pass,2.81
STU-01254,2023,3,Arts & Humanities,Full-time,TAFE / Diploma,Male,International,22,Upper-Mid ($110–160k),Bachelor,External,Part-time (≤20 hrs),59.2,21.4,3.04,Yes,None,No,4,4,Yes,52.44,Pass,2.61
STU-01255,2024,3,Business,Part-time,Transfer / Credit,Male,International,22,High (>$160k),Postgraduate,External,Not Employed,55.8,18.6,3.1,Yes,None,No,2,2,Yes,65.21,Pass,2.43
STU-01256,2022,2,Education,Part-time,High School (ATAR),Male,International,25,High (>$160k),No Tertiary,Merit-Based,Not Employed,55.2,22.7,3.15,Yes,None,No,2,2,Yes,60.14,Pass,2.85
STU-01257,2024,3,Information Technology,Part-time,TAFE / Diploma,Male,Domestic,23,Mid ($70–110k),No Tertiary,None,Not Employed,65.8,20.6,2.59,Yes,None,No,2,2,No,55.14,Pass,2.07
STU-01258,2022,2,Engineering,Part-time,Transfer / Credit,Non-binary / Other,International,22,Low (<$40k),TAFE / Certificate,None,Not Employed,70.4,8.8,4.0,No,Academic Advisor,No,2,2,No,46.74,Pass,2.5
STU-01259,2022,3,Health Sciences,Part-time,Transfer / Credit,Male,Domestic,24,Low (<$40k),TAFE / Certificate,External,Part-time (≤20 hrs),55.7,4.2,3.06,Yes,None,No,2,0,Yes,24.54,Fail,1.89
STU-01260,2023,3,Health Sciences,Full-time,TAFE / Diploma,Male,Domestic,22,Low (<$40k),No Tertiary,None,Part-time (≤20 hrs),64.3,19.7,3.68,Yes,Peer Tutoring,No,4,0,No,50.79,Fail,0.91
STU-01261,2024,3,Information Technology,Full-time,High School (ATAR),Male,Domestic,22,Lower-Mid ($40–70k),Postgraduate,None,Part-time (≤20 hrs),89.7,17.6,3.3,Yes,None,No,4,4,No,69.63,Distinction,3.02
STU-01262,2023,2,Arts & Humanities,Part-time,International Pathway,Female,International,20,Mid ($70–110k),Bachelor,None,Not Employed,59.1,14.4,3.12,Yes,Peer Tutoring,No,2,2,Yes,64.92,Pass,2.05
STU-01263,2023,3,Information Technology,Full-time,High School (ATAR),Female,Domestic,23,Lower-Mid ($40–70k),Postgraduate,None,Part-time (≤20 hrs),82.3,14.0,3.44,Yes,None,No,4,4,No,67.13,Pass,2.91
STU-01264,2024,3,Information Technology,Part-time,Transfer / Credit,Female,Domestic,24,Mid ($70–110k),Bachelor,Equity / Need-Based,Full-time (>20 hrs),69.3,7.3,3.05,Yes,Multiple Services,Yes,2,1,Yes,40.67,Fail,0.64
STU-01265,2024,3,Health Sciences,Part-time,TAFE / Diploma,Male,Domestic,23,Mid ($70–110k),No Tertiary,Merit-Based,Part-time (≤20 hrs),71.2,23.3,3.46,Yes,None,No,2,2,No,58.04,Pass,2.36
STU-01266,2022,2,Engineering,Part-time,TAFE / Diploma,Male,Domestic,20,High (>$160k),Bachelor,Merit-Based,Part-time (≤20 hrs),57.0,16.7,2.94,Yes,Multiple Services,Yes,2,2,Yes,61.19,Pass,2.28
STU-01267,2024,2,Education,Full-time,High School (ATAR),Male,Domestic,23,Upper-Mid ($110–160k),No Tertiary,External,Full-time (>20 hrs),73.0,11.6,2.33,Yes,None,No,4,4,Yes,44.35,Pass,2.27
STU-01268,2024,1,Arts & Humanities,Part-time,Transfer / Credit,Female,Domestic,22,High (>$160k),TAFE / Certificate,None,Full-time (>20 hrs),60.5,7.7,3.51,Yes,None,No,2,1,Yes,47.73,Fail,1.48
STU-01269,2022,3,Arts & Humanities,Full-time,High School (ATAR),Female,Domestic,20,Upper-Mid ($110–160k),Bachelor,Merit-Based,Not Employed,87.3,21.3,4.0,Yes,Multiple Services,Yes,4,4,No,82.64,High Distinction,3.77
STU-01270,2022,3,Information Technology,Full-time,TAFE / Diploma,Male,Domestic,28,High (>$160k),Bachelor,None,Part-time (≤20 hrs),52.4,22.9,2.23,Yes,None,No,4,1,Yes,50.07,Fail,0.56
STU-01271,2024,3,Information Technology,Full-time,International Pathway,Male,Domestic,23,Upper-Mid ($110–160k),No Tertiary,None,Not Employed,73.3,12.8,2.47,Yes,Academic Advisor,No,4,4,No,53.23,Pass,2.32
STU-01272,2024,2,Health Sciences,Part-time,TAFE / Diploma,Female,Domestic,20,Mid ($70–110k),Postgraduate,None,Part-time (≤20 hrs),70.3,5.2,3.71,Yes,Counselling,Yes,2,2,Yes,55.38,Pass,2.65
STU-01273,2023,2,Business,Full-time,High School (ATAR),Male,Domestic,22,Mid ($70–110k),Bachelor,None,Not Employed,69.4,24.4,4.0,Yes,None,No,4,4,No,81.19,Distinction,3.44
STU-01274,2022,3,Engineering,Full-time,High School (ATAR),Male,International,22,Lower-Mid ($40–70k),TAFE / Certificate,None,Not Employed,68.4,11.9,2.28,Yes,Peer Tutoring,No,4,4,No,43.69,Pass,2.66
STU-01275,2022,4,Information Technology,Full-time,High School (ATAR),Female,International,28,Upper-Mid ($110–160k),Postgraduate,None,Full-time (>20 hrs),66.0,12.4,4.0,Yes,Peer Tutoring,No,4,4,Yes,52.88,Pass,2.41
STU-01276,2022,3,Arts & Humanities,Full-time,High School (ATAR),Male,Domestic,25,Mid ($70–110k),Bachelor,None,Not Employed,65.1,14.8,3.69,Yes,Multiple Services,Yes,4,4,No,53.46,Pass,2.42
STU-01277,2023,3,Engineering,Full-time,High School (ATAR),Female,Domestic,22,Upper-Mid ($110–160k),Bachelor,External,Full-time (>20 hrs),81.5,13.1,2.74,Yes,None,No,4,4,Yes,65.9,Pass,2.75
STU-01278,2024,1,Information Technology,Part-time,Transfer / Credit,Female,Domestic,20,Lower-Mid ($40–70k),No Tertiary,None,Full-time (>20 hrs),56.9,1.0,2.96,Yes,None,No,2,0,Yes,18.03,Withdrawn,0.0
STU-01279,2024,3,Engineering,Full-time,Mature Age Entry,Female,Domestic,18,High (>$160k),Bachelor,Merit-Based,Not Employed,82.9,15.5,2.53,Yes,Academic Advisor,No,4,4,No,62.36,Pass,2.98
STU-01280,2022,2,Information Technology,Part-time,High School (ATAR),Female,Domestic,22,Low (<$40k),Bachelor,Merit-Based,Part-time (≤20 hrs),92.0,27.4,3.21,Yes,Peer Tutoring,No,2,2,No,70.5,Distinction,3.41
STU-01281,2024,3,Education,Full-time,High School (ATAR),Female,Domestic,26,Lower-Mid ($40–70k),Bachelor,None,Part-time (≤20 hrs),70.3,26.7,2.83,Yes,None,No,4,4,No,59.15,Pass,2.77
STU-01282,2024,3,Information Technology,Full-time,Mature Age Entry,Male,Domestic,23,Upper-Mid ($110–160k),TAFE / Certificate,None,Not Employed,69.5,20.9,2.96,Yes,None,No,4,4,No,66.45,Pass,2.25
STU-01283,2024,1,Engineering,Full-time,Mature Age Entry,Female,Domestic,19,Mid ($70–110k),Bachelor,Equity / Need-Based,Part-time (≤20 hrs),82.3,14.0,3.58,Yes,Peer Tutoring,No,4,4,No,57.76,Pass,2.35
STU-01284,2023,4,Business,Part-time,Mature Age Entry,Male,Domestic,28,Mid ($70–110k),Bachelor,External,Not Employed,74.4,18.0,2.83,Yes,Academic Advisor,No,2,2,No,65.96,Pass,2.89
STU-01285,2023,4,Business,Part-time,High School (ATAR),Male,Domestic,25,Low (<$40k),Bachelor,None,Part-time (≤20 hrs),71.0,10.9,3.37,Yes,None,No,2,1,No,47.53,Fail,1.54
STU-01286,2022,1,Health Sciences,Part-time,High School (ATAR),Male,International,19,Mid ($70–110k),Postgraduate,Merit-Based,Full-time (>20 hrs),58.7,16.0,4.0,Yes,Peer Tutoring,No,2,1,Yes,47.12,Fail,1.86
STU-01287,2024,1,Business,Part-time,High School (ATAR),Non-binary / Other,Domestic,23,High (>$160k),Bachelor,External,Part-time (≤20 hrs),69.6,20.1,2.57,Yes,None,No,2,2,No,59.44,Pass,2.0
STU-01288,2023,4,Education,Full-time,Transfer / Credit,Male,Domestic,24,High (>$160k),TAFE / Certificate,Merit-Based,Not Employed,58.2,26.2,4.0,Yes,Multiple Services,Yes,4,4,Yes,66.49,Pass,2.95
STU-01289,2024,4,Health Sciences,Full-time,High School (ATAR),Male,Domestic,25,Low (<$40k),Bachelor,Equity / Need-Based,Part-time (≤20 hrs),55.4,29.0,3.06,Yes,None,No,4,0,Yes,50.38,Fail,1.19
STU-01290,2024,1,Engineering,Full-time,Mature Age Entry,Female,Domestic,25,Mid ($70–110k),Bachelor,None,Part-time (≤20 hrs),79.1,11.7,2.44,Yes,Counselling,Yes,4,1,No,42.52,Fail,0.97
STU-01291,2024,3,Information Technology,Full-time,High School (ATAR),Male,Domestic,26,Lower-Mid ($40–70k),Bachelor,Equity / Need-Based,Part-time (≤20 hrs),64.6,17.7,2.67,Yes,Peer Tutoring,No,4,4,No,59.96,Pass,2.87
STU-01292,2024,3,Engineering,Part-time,Mature Age Entry,Male,Domestic,23,Mid ($70–110k),Bachelor,None,Not Employed,41.2,17.1,3.13,Yes,Counselling,Yes,2,2,Yes,48.81,Pass,2.72
STU-01293,2024,2,Education,Full-time,Transfer / Credit,Female,Domestic,24,Mid ($70–110k),Bachelor,None,Part-time (≤20 hrs),63.6,22.9,2.11,Yes,Academic Advisor,No,4,4,No,61.11,Pass,2.2
STU-01294,2024,1,Education,Part-time,High School (ATAR),Female,Domestic,22,Lower-Mid ($40–70k),Bachelor,None,Not Employed,58.7,4.5,3.88,Yes,None,No,2,2,Yes,49.71,Pass,2.17
STU-01295,2024,3,Education,Part-time,High School (ATAR),Male,Domestic,24,Mid ($70–110k),Postgraduate,None,Part-time (≤20 hrs),63.8,24.5,3.07,Yes,Multiple Services,Yes,2,2,No,59.44,Pass,2.57
STU-01296,2022,1,Arts & Humanities,Full-time,High School (ATAR),Male,Domestic,21,Lower-Mid ($40–70k),Bachelor,None,Full-time (>20 hrs),74.9,7.4,3.36,Yes,Multiple Services,Yes,4,2,Yes,40.92,Fail,1.4
STU-01297,2024,4,Engineering,Full-time,High School (ATAR),Male,Domestic,25,Upper-Mid ($110–160k),Bachelor,Equity / Need-Based,Not Employed,76.9,22.6,3.87,Yes,None,No,4,4,No,74.84,Distinction,3.54
STU-01298,2024,4,Engineering,Full-time,TAFE / Diploma,Male,Domestic,25,Mid ($70–110k),Bachelor,None,Part-time (≤20 hrs),76.9,20.0,2.36,Yes,Multiple Services,Yes,4,4,No,77.55,Pass,2.59
STU-01299,2023,1,Education,Full-time,TAFE / Diploma,Non-binary / Other,International,21,Lower-Mid ($40–70k),Bachelor,Merit-Based,Part-time (≤20 hrs),83.6,9.0,3.07,Yes,None,No,4,4,No,65.11,Pass,2.37
STU-01300,2024,3,Arts & Humanities,Full-time,TAFE / Diploma,Male,Domestic,22,Upper-Mid ($110–160k),Bachelor,None,Part-time (≤20 hrs),63.8,11.6,3.53,Yes,Counselling,Yes,4,4,No,56.83,Pass,2.77
STU-01301,2024,3,Business,Full-time,TAFE / Diploma,Female,Domestic,19,Low (<$40k),No Tertiary,None,Not Employed,49.2,12.7,2.23,Yes,Peer Tutoring,No,4,0,Yes,45.53,Fail,1.29
STU-01302,2024,3,Information Technology,Full-time,TAFE / Diploma,Male,Domestic,27,High (>$160k),Postgraduate,Merit-Based,Full-time (>20 hrs),58.4,11.1,4.0,Yes,Academic Advisor,No,4,4,Yes,58.34,Pass,2.48
STU-01303,2023,1,Arts & Humanities,Full-time,TAFE / Diploma,Female,Domestic,20,Mid ($70–110k),No Tertiary,External,Part-time (≤20 hrs),83.3,19.2,3.55,Yes,None,No,4,4,No,64.09,Pass,2.92
STU-01304,2022,1,Engineering,Full-time,TAFE / Diploma,Female,International,20,Upper-Mid ($110–160k),No Tertiary,None,Part-time (≤20 hrs),77.1,23.8,3.34,Yes,Peer Tutoring,No,4,4,No,55.0,Pass,2.64
STU-01305,2024,3,Engineering,Full-time,High School (ATAR),Male,Domestic,24,Upper-Mid ($110–160k),Bachelor,Merit-Based,Not Employed,74.4,16.2,3.13,Yes,Multiple Services,Yes,4,4,No,71.16,Distinction,3.51
STU-01306,2022,4,Business,Part-time,High School (ATAR),Male,International,26,High (>$160k),Bachelor,None,Part-time (≤20 hrs),76.3,12.2,3.84,Yes,None,No,2,2,No,53.58,Pass,2.71
STU-01307,2024,3,Arts & Humanities,Part-time,Mature Age Entry,Male,Domestic,28,Mid ($70–110k),No Tertiary,None,Part-time (≤20 hrs),82.6,19.6,2.95,Yes,None,No,2,0,No,42.94,Fail,1.13
STU-01308,2023,2,Information Technology,Full-time,High School (ATAR),Female,Domestic,20,Low (<$40k),No Tertiary,None,Not Employed,46.6,22.6,4.0,Yes,None,No,4,4,Yes,57.59,Pass,2.66
STU-01309,2022,3,Business,Full-time,High School (ATAR),Male,Domestic,21,Lower-Mid ($40–70k),TAFE / Certificate,Equity / Need-Based,Part-time (≤20 hrs),65.1,16.4,3.26,Yes,None,No,4,4,No,47.62,Pass,2.09
STU-01310,2022,1,Engineering,Full-time,International Pathway,Female,Domestic,22,High (>$160k),Bachelor,None,Not Employed,79.8,9.1,2.54,Yes,None,No,4,4,No,60.57,Pass,2.53
